Θユ繷计-羆计,Θユ繷计-キА秖,Θユ繷计-キА基,砏睫(75そょ)-繷计,砏睫(75そょ)-キА秖,砏睫(75そょ)-キА基,75そょ-繷计,75そょ-キА秖,75そょ-キА基,75()-95(ぃ)-繷计,75()-95(ぃ)-キА秖,75()-95(ぃ)-キА基,95()-115()-繷计,95()-115()-キА秖,95()-115()-キА基,115()-135(ぃ)-繷计,115()-135(ぃ)-キА秖,115()-135(ぃ)-キА基,135()-155(ぃ)-繷计,135()-155(ぃ)-キА秖,135()-155(ぃ)-キА基,155そょ-繷计,155そょ-キА秖,155そょ-キА基,瞊∣贺睫-繷计,瞊∣贺睫-キА秖,瞊∣贺睫-キА基,ㄤ睫-繷计,ㄤ睫-キА秖,ㄤ睫-キА基,紅-繷计,紅-キА秖,紅-キА基,Θユ羆计(ぃ紅)-繷计,Θユ羆计(ぃ紅)-キА秖,Θユ羆计(ぃ紅)-キА基
2753,120.5,72.24,2517,121.51,73.11,0,0,0,94,89.45,68.51,799,107.85,73.13,1356,124.09,73.42,362,141.99,72.04,41,162.96,70.79,0,0,0,101,106.88,51.44,594,124.92,68.46,2159,119.28,73.33
862,117.51,72.8,775,120.91,73.65,0,0,0,76,87.9,64.9,249,108,72.9,450,124.5,74.2,76,141.9,72.7,0,0,0,0,0,0,11,82.9,42.8,189,125.9,68.9,673,115.15,74
916,125.38,73.17,884,125.19,73.58,5,67,28.99,5,86.16,51.42,201,108.44,72.03,490,125.37,74.05,193,142.19,73.74,18,163.54,70.33,1,156.8,49.4,3,104,46.4,183,122.9,68.53,733,126,74.3
1211,120.6,73.95,1147,120.68,74.54,0,0,0,1,94,69.2,363,108.19,73.97,663,123.83,74.62,121,140.9,75.47,19,162.47,76.44,0,0,0,44,100.9,53.92,183,120.36,69.13,1028,120.64,74.81
2076,121.2,74.63,1923,121.89,75.27,6,62.33,34.3,43,90.12,67.42,516,106.81,76.12,1124,123.69,75.27,283,142.26,74.12,16,159.16,73.72,5,197,54.08,83,113.63,65.73,250,127.85,69.93,1826,120.29,75.32
1533,123.72,75.69,1466,123.58,76.1,0,0,0,19,88.4,67.27,357,108.6,75.73,854,124.4,76.3,255,141.8,75.92,8,157.1,76.45,17,169.3,74.44,23,116.7,54.38,137,128.4,70.33,1396,123.26,76.24
2475,119,74.01,2364,119.24,74.72,0,0,0,58,90.53,63.92,925,107.79,74.08,1208,123.7,75.31,231,141.79,73.96,19,170.03,61.8,0,0,0,34,122,48,385,122.3,68.53,2090,118.39,75.05
966,138.69,78.56,905,138.87,79.29,0,0,0,1,85,61.6,73,109.98,71.61,367,125.87,76.78,290,144.44,82.5,175,168.93,80.74,0,0,0,60,136.9,67.55,58,119.38,69.24,908,139.92,79.06
2632,134.92,78.82,2343,130.76,79.19,0,0,0,8,88.2,60,263,108.4,76.2,1120,125.7,79.2,960,142.8,79.8,259,167.6,79.5,22,210,50.8,0,0,0,101,128.6,70.3,2531,135.17,79.14
988,134.59,76.44,904,134.17,78.76,0,0,0,12,88.5,52.83,154,106.7,67.33,332,125.8,77.91,286,143.9,81.32,132,166.2,84.13,17,215,39.01,55,126.6,59.36,128,113.1,67.32,860,137.78,77.56
541,132.01,84.21,539,132.16,84.32,0,0,0,2,91,38.13,50,109.3,77.19,280,126.4,85.19,185,143.2,84.72,24,161.89,83.78,0,0,0,0,0,0,0,0,0,541,132.01,84.21
3295,130.8,78.16,3122,129.24,78.66,1,74.4,42,16,90.61,67.77,354,109,76.59,1737,125.7,78.97,1031,142.14,78.73,156,166.61,71.23,0,0,0,0,0,0,324,127.35,70.74,2971,131.18,78.95
420,132.82,79.45,420,132.82,79.45,0,0,0,0,0,0,26,110.38,75.26,232,126.91,79.29,147,142.97,80.39,15,163.6,78.3,0,0,0,0,0,0,0,0,0,420,132.82,79.45
248,128.22,78.78,234,126.5,79.45,0,0,0,1,83,65.4,43,108.72,80.18,129,125.45,79.7,62,141.02,78.61,0,0,0,13,162.65,69.87,0,0,0,0,0,0,248,128.22,78.78
1887,124.45,71.4,1766,124.46,72.02,2,73.25,54.9,37,89.39,67.33,453,107.99,72.04,942,125.34,72.35,371,142.33,71.28,28,159.23,70.29,25,171.04,57.51,29,98.31,51.47,604,128.07,70.15,1283,122.74,72.01
247,123.59,75.83,242,123.05,76.28,0,0,0,1,88.5,65.8,62,108.8,74.1,142,124.62,76.42,38,140.46,78.55,3,165.83,53.36,0,0,0,1,160.5,68,68,119.96,70.46,179,124.96,77.79
1181,127.76,73.01,1118,126.82,73.49,0,0,0,4,90.2,55.63,198,108.56,71.89,624,125.2,73.3,296,142.45,74.66,37,163.44,68.15,2,168.1,53.48,20,117.97,61.81,378,124.88,70.84,803,129.12,73.99
1572,128.08,71.26,1479,126.91,71.8,0,0,0,23,90.6,66.23,284,108.5,71.76,812,125.9,72.32,383,142.7,70.84,70,165.2,63.46,0,0,0,0,0,0,785,129,69.3,787,127.17,73.24
829,121.3,70.82,807,121.41,71.29,0,0,0,6,92.25,63.28,239,108.21,70.99,458,123.6,71.92,110,140.96,69.47,2,159.25,59.97,0,0,0,14,121.79,48.38,418,122.6,69.88,411,119.97,71.79
502,115.67,70.21,475,116.63,70.72,2,73,36.48,19,90.11,62.04,224,108.31,69.96,234,122.9,71.29,17,139.85,71.56,3,159,60.52,0,0,0,3,110.5,56.64,215,115.03,69.09,287,116.14,71.05
2759,119.65,71.92,2432,121.01,73.28,0,0,0,157,88.86,66.29,840,107.61,72.94,1254,124.33,73.92,338,142.03,71.84,43,162.74,69.77,0,0,0,127,116.98,51.3,625,125.5,69.37,2134,117.94,72.72
783,116.49,72.72,680,120.63,74.09,0,0,0,90,87.6,62.8,220,107.2,74,388,124.2,74.6,72,142.4,71.9,0,0,0,0,0,0,13,100.2,46.8,138,124.3,70.1,645,114.82,73.33
870,120.86,72.23,793,122.08,73.19,7,68.77,35.13,50,86.22,61.59,245,107.27,72.48,408,124.38,74.27,140,141.28,71.36,14,168.79,68.4,6,198.03,55.18,0,0,0,188,123.49,68.92,682,120.14,73.17
1145,118.13,75.29,1095,118.82,75.89,0,0,0,10,93.55,66.61,441,108.73,74.48,575,123.63,76.65,79,140.19,77.1,2,167.5,74.25,0,0,0,38,101.91,57.49,138,117.6,70.54,1007,118.2,75.94
1808,119.55,75.8,1668,120,76.43,2,64.75,45.2,54,90.37,68.58,548,106.48,76.32,928,123.41,76.73,192,142.08,75.38,20,160.3,72.87,6,193.17,59.51,58,113.95,67.18,236,127.04,71.46,1572,118.42,76.5
1388,120.12,75.44,1312,119.84,75.84,0,0,0,27,89.3,67.43,492,108.1,75.01,685,124,76.13,135,141.5,76.9,8,157.1,74.75,16,169.8,78.88,25,124.5,58.23,140,125.5,71.03,1248,119.52,75.95
2211,119.58,76.06,2084,119.65,76.84,6,69.25,43.87,46,89.18,66.05,793,108.1,76.43,1069,123.64,77.26,222,141.66,76.19,35,169.46,66.43,0,0,0,40,115,58,219,125.23,70.52,1992,118.96,76.7
854,137.04,78.63,794,136.99,79.21,0,0,0,1,92,62,76,108.24,71.82,313,126.71,77.55,290,143.81,80.8,115,166.74,82.34,0,0,0,59,138.6,71.12,54,121.17,69.65,800,138.12,79.16
2427,134.91,77.37,2115,130.32,77.78,0,0,0,7,88,62.2,288,108.2,74.8,967,125.1,77.3,860,143.6,79,276,166.5,78.2,29,180,50,0,0,0,172,125.7,69.6,2255,135.61,77.92
819,136.13,77.21,764,135.78,78.42,1,73.5,44.2,0,0,0,81,108.7,71.96,318,126.6,77.71,269,144.3,79.66,96,165.2,80.79,12,199.5,45.61,42,125.8,68.11,91,123.4,69.34,728,137.72,78.09
500,129.29,83.07,497,129.52,83.18,0,0,0,3,91,56.73,69,109.85,78.46,274,125.44,82.65,135,143.43,85.47,19,161,86.28,0,0,0,0,0,0,0,0,0,500,129.29,83.07
2959,130.86,78.07,2774,129.22,78.32,0,0,0,26,87.71,60.75,325,108.88,75.67,1550,125.86,78.21,899,142.38,79.22,159,166.44,76.14,0,0,0,0,0,0,287,126.47,71.17,2672,131.33,78.78
427,134.84,79.3,426,134.94,79.32,0,0,0,1,93,71,36,110.47,75.24,197,126.12,79.39,149,144.49,80.4,44,162.07,78.06,0,0,0,0,0,0,0,0,0,427,134.84,79.3
242,122.76,80.33,238,122.7,80.39,0,0,0,2,93.75,71.01,57,108.82,80.01,148,123.85,81.08,33,141.5,78.18,0,0,0,2,159,80.42,0,0,0,0,0,0,242,122.76,80.33
1905,121.19,70.57,1793,121.86,71.07,0,0,0,57,87.82,64.8,593,107.61,71.02,902,124.51,71.23,298,142.18,70.74,25,161.68,67.75,6,155.83,61.76,24,99.67,45.05,578,124.66,68.71,1327,119.68,71.42
85,126.6,82.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,126.6,82.04,0,0,0,85,126.6,82.04
394,127.07,75.83,384,126.94,76.14,0,0,0,2,84.5,66.48,59,108.88,72.33,236,125.96,75.9,89,141.53,78.66,5,160.4,67.82,0,0,0,3,115.67,54.33,48,125.34,68.88,346,127.31,76.77
1555,128,72.73,1462,127.34,73.19,0,0,0,7,90.03,61.03,266,108.81,72.37,764,125.2,73.77,432,142.53,72.67,42,160.47,68.76,2,129.3,42.92,42,124.76,64.41,439,128,68.81,1116,128,74.27
1592,126.47,71.09,1457,127.01,71.85,11,68,37.49,62,86.1,60.4,274,108,70.49,769,125.5,72.16,414,142.4,72.01,62,164.5,65.5,0,0,0,0,0,0,734,125.7,69.14,858,127.13,72.74
942,119.2,71.68,897,120.05,72.37,3,72.33,21.15,16,86.56,54.1,300,108.63,72.33,499,122.98,72.6,98,140.06,71.46,4,161.5,65.79,0,0,0,22,107.27,56.72,297,122.04,69.97,645,117.9,72.5
635,121.11,72.92,593,121.65,73.76,1,73.5,18,12,90.17,66.07,168,108.89,74.01,347,123.3,74.14,78,141.83,71.85,6,158.25,62.77,1,165,62,22,113.34,57.83,151,124.84,68.77,484,119.95,74.26
1432,123.79,72.41,1404,124.21,72.63,7,60.71,24.35,13,89.38,61.82,294,108.59,72.26,884,125.27,73.04,226,140.41,71.55,7,160.07,68.92,1,157.5,61.2,0,0,0,324,127.13,68.47,1108,122.81,73.6
2922,120.72,72.48,2733,121.86,73.12,0,0,0,81,90.4,69.1,843,107.5,73.29,1484,124.43,73.55,406,142.29,71.48,23,161.2,67.73,1,205,52,84,100.6,52.89,788,123.54,68.55,2134,119.67,73.98
919,118.07,75.05,809,122.74,75.93,0,0,0,91,86.2,69.6,230,109.1,76.5,479,125.1,76.2,100,142.8,73.8,0,0,0,0,0,0,19,72,42,112,128.8,69.4,807,116.58,75.91
876,122.1,73.89,826,122.64,74.26,1,64.4,48,31,90.63,66.13,262,107.42,74.05,400,124.63,74.92,164,142.11,73.11,16,160.56,71.49,0,0,0,2,109,36.5,174,123.11,69.06,702,121.85,75.1
1132,117.23,75.38,1057,118.16,76.3,0,0,0,14,91.75,64.88,462,107.3,75.38,489,123.35,77.14,106,141.51,75.96,4,164.5,76.68,0,0,0,57,102.97,57.97,97,117.47,69.14,1035,117.21,75.97
1936,119.04,76.1,1811,119.77,76.75,6,65.75,44.63,53,90,67.97,604,105.95,76.67,982,123.39,77.07,225,141.06,75.66,11,160.5,67.27,8,183.31,65.8,47,109.98,64.77,164,125.89,70.72,1772,118.41,76.63
1418,119.57,75.57,1318,120.2,76.23,0,0,0,46,89.1,67.88,517,106.9,75.32,607,124.2,76.5,194,143.1,77.33,7,157,76.86,10,164.4,75.85,37,115.9,57.79,95,128.4,71.1,1323,118.93,75.91
2285,120.96,76.53,2149,120.95,77.21,4,68.25,28.33,56,89.07,67.63,725,107.38,76.54,1125,124.14,77.83,299,141.88,76.37,44,165.81,71.5,0,0,0,32,122,56,217,128.51,69.31,2068,120.17,77.34
873,137.6,81.06,816,138.2,81.62,0,0,0,2,92,61.53,80,108.29,74.87,314,126.5,80.01,283,144.05,83.19,139,169.92,84.1,0,0,0,55,130.45,72.77,39,122.9,69.11,834,138.29,81.56
2677,138.07,77,2174,131,77.37,0,0,0,11,87.6,62.9,306,108.7,75.6,934,125.7,77.5,934,143.6,77.7,465,169.2,77.6,27,192.1,50,0,0,0,176,129.1,69,2501,138.7,77.52
889,136.8,75.63,818,135.75,77.59,0,0,0,0,0,0,92,108.3,70.71,366,125.9,76.7,232,143.4,78.87,128,169.8,80.67,24,186.6,39.35,47,129.5,66.62,114,121.6,68.2,775,139.03,76.59
543,125.36,82.7,538,125.69,82.99,0,0,0,5,89.3,38.93,127,108.65,72.98,286,125.39,84.56,117,142.39,87.48,8,162.81,88.56,0,0,0,0,0,0,0,0,0,543,125.36,82.7
3069,129.17,79.98,2956,128.11,80.19,0,0,0,15,89.84,68.75,425,108.88,77.94,1656,125.77,80.14,875,141.89,81.12,98,166.97,76,0,0,0,0,0,0,195,126.06,72.04,2874,129.38,80.51
445,134.37,80.92,444,134.46,80.94,0,0,0,1,93,67,38,110.11,75.66,206,126.77,80.46,164,143.85,82.08,36,161.44,82.24,0,0,0,0,0,0,0,0,0,445,134.37,80.92
249,122.33,77.96,242,121.09,78.41,0,0,0,0,0,0,66,108.86,77.23,154,123.61,78.92,22,140.11,78.02,0,0,0,7,165.21,66.54,0,0,0,0,0,0,249,122.33,77.96
1708,122.7,73.15,1592,123.12,73.76,3,73.33,52.71,47,87.24,66.43,447,107.96,73.62,864,124.81,73.93,281,142.04,73.47,35,162.05,71.58,11,160.18,59.86,20,90.23,42.21,488,125.69,71.36,1220,121.5,73.89
395,124.47,76.24,387,124.22,76.5,0,0,0,2,93.75,65.25,91,107.39,73.61,210,124.76,76.78,86,140.73,78.22,4,162.75,72,0,0,0,2,125.5,45.96,65,118.51,71.63,330,125.64,77.1
1567,129.55,74.75,1472,128.77,75.34,0,0,0,8,92.2,66.52,241,108.55,74.53,729,125.98,75.93,502,142.53,74.87,55,159.98,69.47,1,158.4,65.8,31,121.32,59.66,360,128.48,71.12,1207,129.87,75.82
1549,124.78,71.06,1377,125.4,72.02,16,69.9,40.05,79,84.8,62.76,333,108.5,71.81,720,125.3,72.29,324,143,71.67,77,166.1,65.04,0,0,0,0,0,0,780,127.6,69.74,769,121.92,72.45
851,121.55,71.27,745,124.41,73.55,1,74.5,29.4,69,87.35,47.5,157,107.88,72.06,447,124.81,74.54,141,141.57,72.05,9,158.5,64.66,0,0,0,27,119.37,54.03,302,127.07,71.36,549,118.51,71.22
603,123.38,74.15,583,123.58,74.44,0,0,0,9,91.61,71.99,168,108.96,75.9,305,124.94,75.05,110,142.15,71.24,4,158.88,63.88,2,163.25,61.41,5,112.5,59.19,135,128.12,69.7,468,122.01,75.5
1351,121.94,73.28,1300,122.47,73.69,8,62.06,30.17,27,90.15,64.05,346,107.82,73.5,758,124.27,74.27,196,141.37,72,14,159.04,68.01,2,188.75,45.31,0,0,0,280,125.89,69.53,1071,120.91,74.3
2693,120.69,74.73,2421,121.77,75.63,0,0,0,139,89.64,70.84,765,106.81,75.77,1270,124.4,76.14,386,142.77,73.98,54,162.34,72.63,0,0,0,79,113.59,52.58,543,125.34,70.07,2150,119.51,75.97
940,118.1,75.83,863,120.6,76.46,0,0,0,59,89.2,71.6,285,106.9,77.2,471,124.3,77.2,107,140.8,72.1,0,0,0,0,0,0,18,93,49.9,176,131.1,70.9,764,115.11,77.12
952,123.26,73.72,921,123.48,74.11,1,72,27,17,91.32,67.12,258,107.62,74.11,480,125.23,74.87,183,141.24,72.36,6,156.97,70.15,4,183.25,47.64,3,106.2,44.72,222,127.04,69.65,730,122.11,75
1136,122.17,77.46,1112,122.07,77.72,0,0,0,2,91.25,66.92,292,108.87,77.03,696,124.26,77.85,124,140.86,78.37,7,163.14,80.62,0,0,0,15,114.93,55.78,154,121.36,72.32,982,122.3,78.26
1937,118.7,76.39,1790,119.77,77.26,23,59.93,42.61,39,89.9,69.35,620,106.28,77.25,951,123.64,77.47,219,141.16,76.51,12,157.88,74.19,6,180.67,54.27,67,114.44,64.83,248,127.65,72.61,1689,117.38,76.99
1370,122.55,76.85,1301,122.6,77.22,1,73.5,64.6,19,89.4,72.01,369,107.9,76.62,735,124.8,77.29,197,141.9,77.83,13,157.5,76.35,11,168,78.26,25,109.3,57.93,97,130.5,72.84,1273,121.95,77.17
2273,123.18,77.36,2159,122.68,77.75,1,74,60,47,90.71,72.23,624,108.42,79.15,1172,124.17,77.98,363,142.41,75.27,66,163.35,69.91,0,0,0,0,0,0,276,132.4,70.99,1997,121.91,78.32
779,136.64,80.93,727,137.43,81.8,0,0,0,6,90.33,64.16,67,108.73,76.04,298,125.6,80.24,244,144.81,83.05,118,168.35,84.61,0,0,0,46,130.22,67.91,58,128.05,69.95,721,137.33,81.75
2754,135.88,77.01,2365,130.67,77.33,1,73,18,5,89.3,60.9,300,110,74.7,1113,125.6,77.3,952,143.1,78,360,166.7,77.5,23,203,52,0,0,0,201,127.6,68.4,2553,136.54,77.64
841,135.88,76.48,763,135.15,78.46,0,0,0,1,88.5,43.2,51,110.3,73.85,379,126.2,77.39,244,142.6,79.28,89,167.1,81.73,19,197.7,45.31,58,126,64.96,100,127.4,69.94,741,137.02,77.3
577,135.47,84.5,577,135.47,84.5,0,0,0,0,0,0,16,111.75,81.52,296,127.08,84.59,231,143.73,84.88,34,163.5,82.56,0,0,0,0,0,0,0,0,0,577,135.47,84.5
2978,128.01,79.57,2864,127.27,79.64,0,0,0,29,89.47,69.78,430,108.23,77.15,1662,125.28,79.26,772,142.15,81.41,85,166.1,79.65,0,0,0,0,0,0,210,124.32,71.74,2768,128.29,80.15
1703,121.66,73.72,1598,121.48,74.35,0,0,0,37,89.5,67.52,527,107.85,74.15,835,124.12,74.53,236,142.57,74.16,36,161.16,71.39,11,160.09,57.79,21,104.43,46.16,481,123.89,72.25,1222,120.79,74.32
87,126.76,83.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,126.76,83.14,0,0,0,87,126.76,83.14
322,128.4,77.89,315,127.88,78.07,0,0,0,0,0,0,33,108.88,72.78,202,125.49,77.92,80,141.74,80.09,5,161.2,73.37,0,0,0,2,129.5,63.32,46,126.21,71.9,276,128.77,78.87
1706,126.99,75.47,1620,126.78,76,0,0,0,5,90.16,63.67,263,108.85,74.88,945,125.13,76.07,412,142,76.39,33,162.05,72.75,1,165.4,52,47,112.63,59.41,341,126.78,72.18,1365,127.04,76.29
1618,125.68,73.59,1491,125.21,74.27,6,66.3,29.03,47,88.2,66.87,331,107.2,73.78,835,125.7,74.4,325,142.3,74.34,74,163.8,66.89,0,0,0,0,0,0,690,125.6,71.39,928,125.74,75.22
961,116.47,74.34,870,118.64,75.19,0,0,0,61,88.31,64.79,349,106.5,73.99,423,123.68,76.25,98,140.11,74.38,1,165,51.2,0,0,0,29,108.81,64.04,314,117.79,72.22,647,115.82,75.38
611,123.27,74.79,572,123.67,74.8,0,0,0,16,90.78,71.54,153,107.03,74.89,299,124.97,75.41,120,141.63,73.37,6,158.92,67.32,0,0,0,17,128.03,79.97,128,128.46,70.45,483,121.9,76
1463,122.9,73.31,1420,123.39,73.73,10,54.65,13.97,19,90.61,68.9,367,108.65,73.99,834,125.08,73.82,219,141.67,73.07,7,162,65.13,7,168.93,52.83,0,0,0,326,127.99,69.96,1137,121.44,74.32
2883,118.99,75.39,2638,119.85,76.18,4,72.13,58.43,134,88.63,69.01,1005,107.43,76.03,1317,123.92,76.78,316,142.36,74.39,49,163.76,72.37,0,0,0,58,115.66,53.59,596,124.94,71.11,2287,117.44,76.58
904,117.62,76.61,803,121.46,77.44,0,0,0,88,87.2,69,246,106.6,75.4,446,124.5,78.5,111,142.2,77.1,0,0,0,0,0,0,13,86.1,56.2,140,122.3,72.7,764,116.76,77.36
977,125.77,75.36,962,125.53,75.6,1,63.6,21.4,4,88.75,57.32,175,109.6,75.91,598,125.26,76.04,189,141.11,74.16,8,162.7,69.68,2,202.9,44.64,0,0,0,188,128.26,71.19,789,125.18,76.38
1168,121.29,76.81,1120,121.64,77.36,0,0,0,9,93,68.46,343,108.23,76.07,622,124.1,77.56,155,141.45,78.83,8,166.25,75.55,0,0,0,31,105.21,56.62,132,119.02,72.36,1036,121.58,77.37
2036,122.63,75.53,1900,122.52,76.32,8,67.25,42.49,30,92.1,72.85,543,106.82,77.22,998,123.92,76.53,359,142.37,74.8,24,160.08,70.91,16,190.03,54.16,58,115.5,64.02,251,132.05,71.78,1785,121.3,76.1
1410,121.53,77.18,1347,121.47,77.33,0,0,0,19,92.5,71.8,408,107.4,76.38,760,124.3,77.7,179,141.5,77.58,9,157.9,81.91,13,169.3,83.37,22,107.5,62.46,109,126.5,73.08,1301,121.12,77.54
2328,119.74,76.73,2188,119.81,77.53,2,74,35.8,73,90.45,70.19,803,107.36,76.96,1163,124.08,78.33,222,142.44,75.47,43,167.58,65.83,0,0,0,22,121,46,376,125.2,71.19,1952,118.69,77.86
891,136.64,80.18,830,137.46,80.81,2,71,23.74,12,90.04,66.29,78,108.24,74.54,316,126.84,78.93,321,144.87,82.49,115,165.8,83.44,0,0,0,47,136.83,72.6,24,130.33,71.12,867,136.82,80.42
2753,135.52,77.76,2389,130.69,78.11,0,0,0,8,91.4,59,272,108.6,75.8,1131,125.1,78.2,986,143.2,78.5,329,168,78.1,27,180,54,0,0,0,0,0,0,2753,135.52,77.76
971,139.13,77.65,885,138.24,79.31,0,0,0,6,84.7,52.69,100,109.7,72.5,255,125.3,77.9,395,144.8,80.79,135,164.6,80.88,27,183.5,52.19,53,137.6,68.86,112,117.6,71.15,859,141.94,78.35
3335,130.93,76.59,3116,128.75,77.04,1,50,27,20,89.4,60.64,474,108.37,75.05,1599,125.71,77.25,1043,142.66,77.43,198,169.85,72.16,0,0,0,0,0,0,347,126.69,69.21,2988,131.42,77.41
424,128.98,81.88,423,129.07,81.91,0,0,0,1,94,65,52,110.63,75.23,256,126.08,81.54,109,143.22,84.96,6,159.17,84.95,0,0,0,0,0,0,0,0,0,424,128.98,81.88
228,124.81,78.81,218,123.57,79.32,0,0,0,2,90.75,74.28,63,108.69,81.66,109,124.94,80.51,46,140.72,74.35,0,0,0,8,167,69.2,0,0,0,0,0,0,228,124.81,78.81
631,122.66,78.77,601,122.33,79.3,1,72.5,63.2,7,89.64,75.85,182,108.58,77.9,320,123.9,79.64,99,142.53,80.3,10,157.35,81.83,5,153.5,58.02,7,119.79,49.45,0,0,0,631,122.66,78.77
88,126.98,81.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,126.98,81.73,0,0,0,88,126.98,81.73
250,125.77,76.23,244,124.87,76.7,0,0,0,0,0,0,50,110.82,73.63,148,124.61,77.45,46,140.97,77.19,3,198.5,55.82,0,0,0,3,126,70.54,0,0,0,250,125.77,76.23
896,125.6,78.15,864,125.37,78.48,0,0,0,5,89.48,71.06,153,109.87,77.23,539,124.65,79.04,172,141.42,77.79,14,160.11,72.43,0,0,0,13,117.25,65.26,52,129.59,69.77,844,125.35,78.68
521,121.54,75.74,473,121.97,76.4,2,71,42.95,27,87.3,68.02,148,107.4,74.5,250,124.7,77.02,75,141.6,77.43,19,164.9,70.88,0,0,0,0,0,0,0,0,0,521,121.54,75.74
422,115.55,77.61,406,115.84,77.84,0,0,0,5,88.9,69.09,203,107.63,77.11,188,122.67,79,15,141.37,72.75,0,0,0,0,0,0,11,117,72.26,40,112.86,73.55,382,115.83,78.03
347,116,78.26,325,117.51,78.87,0,0,0,17,89.06,67.81,142,106.62,78.1,159,123.83,79.42,24,140.1,79.11,0,0,0,0,0,0,5,109.5,64.74,6,121.42,70.27,341,115.91,78.41
818,121.41,79.11,789,122.1,79.53,1,50,8,23,91.07,74.2,210,107.28,79.27,490,124.87,80.21,89,141.78,76.73,1,158.5,59,4,168.75,43.38,0,0,0,41,135.13,69.95,777,120.68,79.65
1755,119.76,77.77,1700,120.31,78.12,0,0,0,26,89.85,75.29,526,109,78.63,1047,123.51,78.26,127,140.72,75.43,3,157.33,70.01,0,0,0,26,109.69,56.51,186,121.13,72.17,1569,119.6,78.45
617,117.6,79.6,570,120.47,80.52,0,0,0,27,89.3,75.1,194,107.1,79.8,311,124.7,81.2,65,140.1,79.3,0,0,0,0,0,0,20,74,43.9,16,126.8,71.4,601,117.35,79.83
592,124.38,77.24,563,124.26,77.89,5,54.84,16.33,7,87.71,64.72,152,108.55,77.15,293,125.06,78.27,118,142.53,77.77,13,162.26,77.23,3,189.33,48.59,1,107.4,37,15,127.32,70.31,577,124.3,77.43
942,119.4,79.01,922,119.14,79.24,0,0,0,3,92,71.79,350,107.98,77.37,486,123.04,79.78,86,142.55,82.36,10,161,76.83,0,0,0,7,105.36,53.14,63,112.35,72.77,879,119.9,79.43
1456,118.88,78.56,1416,118.8,78.92,0,0,0,16,91.56,69.32,476,107.03,78.37,822,122.46,79.22,118,140.81,78.83,5,159.2,69.73,6,183.42,55.41,13,115.8,68.72,26,117.46,74.71,1430,118.91,78.63
1028,121.84,81.77,986,121.15,81.92,0,0,0,8,90.3,74.3,321,107.7,81.28,554,124.8,81.83,111,141.8,83.74,5,157,82.58,17,165.6,90.2,12,123,56.58,0,0,0,1028,121.84,81.77
1683,122.21,78.89,1593,121.74,79.58,0,0,0,41,89.98,71.05,554,107.37,80.04,743,124.22,80.37,296,142.42,77.21,49,164.33,65.81,0,0,0,0,0,0,113,132.43,70.06,1570,121.47,79.58
634,139.89,78.63,594,139.88,79.36,0,0,0,0,0,0,19,110.79,73.07,227,127.29,78.56,251,143.67,79.35,97,165.22,81.66,0,0,0,40,140.14,67.85,27,134.87,65.81,607,140.12,79.18
2347,135.69,76.41,2029,130.85,76.65,0,0,0,7,92,68.8,266,108.3,72.8,871,125.7,76.8,892,142.6,77.4,290,167.3,77,21,182,53,0,0,0,116,126.5,66.5,2231,136.17,76.88
615,135.17,77.04,578,135.37,77.88,0,0,0,1,93,47.2,65,108.4,70.64,283,126.2,77.69,140,143.8,79.67,90,170.6,79.32,0,0,0,36,133.1,63.89,43,119.8,69.56,572,136.33,77.54
577,130.89,83.66,573,131.24,83.83,2,66,17.59,2,94.25,60.63,72,109.02,78.4,275,125.04,84.31,195,143.38,84.73,31,161.56,84.06,0,0,0,0,0,0,0,0,0,577,130.89,83.66
2573,130.52,76.67,2417,129.17,77.05,1,70,46.1,26,90.63,64.63,324,108.28,75.35,1289,126.02,77.29,804,142.65,77.24,129,164.35,72.48,0,0,0,0,0,0,143,127.6,66.77,2430,130.7,77.24
447,131.42,82.55,445,131.59,82.6,0,0,0,2,92.5,66.51,58,108.33,75.4,229,126.12,82.39,126,143.19,84.08,32,167.28,87.22,0,0,0,0,0,0,0,0,0,447,131.42,82.55
231,125.61,79.33,222,124.24,79.74,0,0,0,0,0,0,55,109.11,79.57,124,125.14,80.64,43,141.01,77.62,0,0,0,9,159.39,71.43,0,0,0,0,0,0,231,125.61,79.33
1640,122.99,73.73,1487,124.2,74.64,6,71.75,53.5,74,87.56,67.7,384,108,74.68,794,124.91,75,309,142.5,73.8,29,159.6,72,15,167,61.32,29,102.74,46.37,445,126.63,72.3,1195,121.64,74.28
328,127.04,79.17,318,126.91,79.43,0,0,0,1,87.5,75.01,54,109.31,77.49,191,126.37,80.44,73,141.34,78.16,5,160.9,74.93,0,0,0,4,104.75,63.95,14,136.04,71.9,314,126.64,79.52
1587,126.37,76.18,1512,125.68,76.7,0,0,0,5,89.84,66.71,305,108.45,75.38,858,125.17,77.15,349,141.99,76.59,35,162.06,71.72,1,195.4,50,34,123.82,61.01,361,125.42,72.79,1226,126.65,77.17
